"id","login","name","description","url","html_url","created_at","updated_at"
138229448,"IntersectMBO","Intersect MBO","Intersect is a member-based organization for the Cardano ecosystem — putting the community at the center of Cardano’s development","https://api.github.com/orgs/IntersectMBO","https://github.com/IntersectMBO","2023-06-30T14:14:03Z","2024-06-21T14:19:12Z"
